ID,Office_PIN,Application_Receipt_Date,Applicant_City_PIN,Applicant_Gender,Applicant_BirthDate,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_DOJ,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_DoB,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Manager_Business2,Manager_Num_Products2,Business_Sourced
FIN1002006,208001,6/22/2007,208001,F,2/10/1973,M,Salaried,Class XII,7/15/2005,Level 1,Level 4,5,Confirmation,M,12/10/1961,3,3,69546,5,69546,5,1
FIN1002007,233001,6/22/2007,233001,M,4/22/1986,S,Business,Class XII,11/17/2005,Level 2,Level 3,4,Confirmation,M,11/3/1966,7,1,168827,9,168827,9,0
FIN1002008,271201,6/22/2007,271201,M,5/12/1986,S,Salaried,Class XII,9/3/2003,Level 2,Level 4,5,Confirmation,M,5/24/1968,5,2,329625,21,329625,21,0
FIN1002009,221010,6/22/2007,232107,M,7/22/1975,M,Business,Class XII,6/16/2007,Level 3,Level 3,4,Probation,M,10/18/1972,0,0,0,0,0,0,0
FIN1002010,474008,6/22/2007,474002,M,8/8/1956,S,Business,Class XII,10/13/2006,Level 2,Level 3,4,Confirmation,M,10/9/1973,6,4,932038,15,932038,15,0
FIN1002011,274001,6/22/2007,274001,M,5/6/1980,M,Salaried,Class XII,4/30/2004,Level 1,Level 3,4,Confirmation,M,7/8/1981,2,1,238207,8,238207,8,0
FIN1002012,520010,6/22/2007,520003,M,9/19/1968,M,Salaried,Class XII,9/16/2004,Level 1,Level 2,3,Confirmation,M,4/28/1963,0,0,185036,12,185036,12,0
FIN1002013,208001,6/22/2007,208027,M,9/12/1980,M,Salaried,Class XII,6/7/2006,Level 1,Level 1,2,Confirmation,M,5/23/1967,2,0,243261,14,243261,14,0
FIN1002014,560001,6/22/2007,560028,M,3/11/1975,M,Business,Class XII,5/28/2007,Level 1,Level 1,2,Probation,M,4/16/1975,0,0,0,0,0,0,0
FIN1002015,600017,6/22/2007,600045,M,5/3/1963,M,Salaried,Class XII,11/4/2004,Level 1,Level 2,3,Confirmation,M,11/18/1968,2,1,60605,5,60605,5,0
FIN1002016,390020,6/22/2007,390011,M,8/8/1976,S,Salaried,Class XII,3/14/2006,Level 1,Level 1,2,Confirmation,M,7/17/1983,1,0,107467,4,107467,4,0
FIN1002017,121002,6/22/2007,121003,F,9/24/1982,M,Salaried,Class XII,6/11/2007,Level 2,Level 2,3,Probation,M,1/16/1974,0,0,0,0,0,0,0
FIN1002018,600017,6/23/2007,600087,F,6/2/1969,M,Business,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,6/3/1977,0,0,0,0,0,0,1
FIN1002019,600017,6/23/2007,600117,M,5/19/1975,M,Salaried,Class XII,6/7/2007,Level 2,Level 4,5,Probation,M,11/7/1970,0,0,0,0,0,0,1
FIN1002020,323001,6/23/2007,824217,M,6/15/1965,M,Business,Class X,6/6/2007,Level 1,Level 1,2,Probation,M,11/17/1977,0,0,0,0,0,0,1
FIN1002021,452003,6/23/2007,452010,F,11/22/1979,S,Salaried,Class XII,8/9/2006,Level 2,Level 2,3,Confirmation,M,10/11/1963,4,0,115433,11,115433,11,0
FIN1002022,695014,6/23/2007,695003,M,6/2/1973,S,Business,Class XII,3/25/2006,Level 1,Level 3,4,Confirmation,F,5/6/1978,0,0,1304954,18,1304954,18,0
FIN1002023,302001,6/23/2007,304021,M,7/6/1984,S,Salaried,Class XII,5/21/2007,Level 1,Level 1,2,Probation,M,8/19/1981,0,0,0,0,0,0,0
FIN1002024,224122,6/23/2007,224122,M,7/16/1976,M,Business,Class XII,10/20/2003,Level 1,Level 3,4,Confirmation,M,11/10/1971,2,0,484688,32,484688,32,0
FIN1002025,221010,6/23/2007,221001,M,12/27/1987,S,Business,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,8/17/1982,0,0,0,0,0,0,0
FIN1002026,713303,6/23/2007,713323,M,2/20/1977,M,Salaried,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,11/28/1973,0,0,0,0,0,0,0
FIN1002027,302001,6/23/2007,302033,M,2/21/1982,M,Business,Class XII,5/21/2007,Level 1,Level 1,2,Probation,M,8/19/1981,0,0,0,0,0,0,0
FIN1002028,695014,6/25/2007,695541,F,5/17/1977,M,Salaried,Class XII,5/11/2006,Level 1,Level 2,3,Confirmation,M,5/13/1970,0,0,296510,8,296510,8,1
FIN1002029,751009,6/25/2007,751018,M,11/17/1979,S,Business,Class XII,6/21/2007,Level 1,Level 1,2,Probation,M,5/31/1976,0,0,0,0,0,0,1
FIN1002030,221010,6/25/2007,232105,M,7/17/1975,M,Business,Class XII,,,,,,,,,,,,,,1
FIN1002031,121002,6/25/2007,122508,M,4/12/1987,S,Salaried,Class XII,6/10/2002,Level 2,Level 4,5,Confirmation,M,10/8/1974,1,0,241153,9,241153,9,1
FIN1002032,751009,6/25/2007,752011,M,1/4/1985,S,Business,Class XII,6/21/2007,Level 1,Level 1,2,Probation,M,5/31/1976,0,0,0,0,0,0,1
FIN1002033,221010,6/25/2007,231302,F,12/20/1983,M,Salaried,Class XII,5/29/2006,Level 1,Level 2,3,Confirmation,M,11/10/1979,7,1,75563,6,75563,6,1
FIN1002034,400075,6/25/2007,421503,M,6/10/1966,M,Salaried,Class XII,9/9/2006,Level 2,Level 2,3,Confirmation,M,6/10/1959,2,0,19401,1,19401,1,1
FIN1002035,390020,6/25/2007,390019,M,7/28/1964,S,Salaried,Class XII,9/8/2006,Level 1,Level 1,2,Confirmation,M,9/9/1982,2,1,40780,2,40780,2,1
FIN1002036,803101,6/25/2007,803115,M,1/2/1973,S,Salaried,Class XII,6/3/2006,Level 1,Level 1,2,Confirmation,M,7/17/1962,10,3,245919,19,245919,19,0
FIN1002037,800001,6/25/2007,844122,M,10/16/1979,M,Salaried,Class XII,6/18/2007,Level 1,Level 1,2,Probation,M,1/3/1969,0,0,0,0,0,0,1
FIN1002038,800001,6/25/2007,844112,M,5/12/1982,M,Others,Class XII,6/18/2007,Level 1,Level 1,2,Probation,M,1/3/1969,0,0,0,0,0,0,1
FIN1002039,323001,6/25/2007,824210,F,2/27/1965,M,Business,Class XII,6/27/2006,Level 1,Level 1,2,Confirmation,M,2/21/1977,5,0,358137,25,358137,25,0
FIN1002040,121002,6/25/2007,121004,M,1/30/1979,M,Business,Class XII,6/10/2002,Level 2,Level 4,5,Confirmation,M,10/8/1974,1,0,241153,9,241153,9,0
FIN1002041,221010,6/25/2007,221010,M,11/19/1988,S,Student,Class XII,6/16/2007,Level 3,Level 3,4,Probation,M,10/18/1972,0,0,0,0,0,0,0
FIN1002042,201010,6/25/2007,201001,M,5/4/1975,M,Business,Class XII,6/11/2007,Level 2,Level 2,3,Probation,M,4/6/1977,0,0,0,0,0,0,0
FIN1002043,520010,6/25/2007,520010,F,11/23/1976,M,Salaried,Class XII,10/18/2006,Level 2,Level 2,3,Confirmation,M,6/6/1974,3,0,223911,6,223911,6,0
FIN1002044,680001,6/25/2007,680005,F,5/25/1966,M,Salaried,Class XII,12/31/2002,Level 2,Level 4,5,Confirmation,M,10/18/1973,0,0,260076,12,260076,12,0
FIN1002045,751009,6/25/2007,752001,M,4/30/1987,S,Business,Class XII,6/21/2007,Level 1,Level 1,2,Probation,M,5/31/1976,0,0,0,0,0,0,0
FIN1002046,751009,6/25/2007,752001,F,7/8/1984,S,Business,Class XII,6/21/2007,Level 1,Level 1,2,Probation,M,5/31/1976,0,0,0,0,0,0,0
FIN1002047,751009,6/25/2007,751010,F,2/24/1981,S,Business,Class XII,6/21/2007,Level 1,Level 1,2,Probation,M,5/31/1976,0,0,0,0,0,0,0
FIN1002048,803101,6/26/2007,803108,M,8/16/1964,M,Salaried,Class XII,5/31/2006,Level 1,Level 1,2,Confirmation,M,1/8/1983,4,1,139493,8,139493,8,1
FIN1002049,121002,6/26/2007,121001,F,9/6/1984,S,Salaried,Class XII,6/11/2007,Level 2,Level 2,3,Probation,M,1/16/1974,0,0,0,0,0,0,1
FIN1002050,284001,6/26/2007,284126,M,8/11/1976,S,Salaried,Class XII,6/20/2006,Level 1,Level 2,3,Confirmation,M,10/28/1961,3,2,112234,8,112234,8,1
FIN1002051,802101,6/26/2007,802213,M,4/18/1985,S,Salaried,Class XII,5/26/2006,Level 1,Level 1,2,Confirmation,M,1/17/1972,1,0,179429,14,179429,14,0
FIN1002052,802101,6/26/2007,821107,M,8/25/1979,M,Salaried,Class XII,10/5/2006,Level 1,Level 1,2,Confirmation,M,1/6/1962,3,0,85196,8,85196,8,0
FIN1002053,400705,6/26/2007,410201,M,6/3/1961,S,Business,Class XII,2/28/2006,Level 2,Level 2,3,Confirmation,M,9/17/1965,2,0,149287,5,149287,5,0
FIN1002054,273001,6/26/2007,274409,M,5/4/1982,M,Salaried,Class XII,7/24/2006,Level 1,Level 2,3,Confirmation,M,9/19/1980,4,0,109843,10,109843,10,0
FIN1002055,695014,6/26/2007,695584,M,6/29/1950,M,Salaried,Class XII,6/12/2006,Level 1,Level 3,4,Confirmation,F,5/27/1955,7,4,944211,21,944211,21,0
FIN1002056,802101,6/26/2007,802103,M,2/3/1965,S,Salaried,Class X,10/16/2003,Level 1,Level 3,4,Confirmation,M,1/8/1974,4,1,388979,29,388979,29,0
FIN1002057,802101,6/26/2007,,,,,,,10/16/2003,Level 1,Level 3,4,Confirmation,M,1/8/1974,4,1,388979,29,388979,29,0
FIN1002058,695014,6/26/2007,695008,F,3/7/1970,M,Salaried,Graduate,5/28/2007,Level 1,Level 1,2,Probation,M,5/5/1964,0,0,0,0,0,0,0
FIN1002059,842001,6/26/2007,843101,M,2/16/1989,S,Salaried,Class XII,8/31/2006,Level 1,Level 1,2,Confirmation,M,2/4/1960,2,4,372443,24,372443,24,0
FIN1002060,842001,6/26/2007,843109,M,8/17/1958,M,Salaried,Class X,8/31/2006,Level 1,Level 1,2,Confirmation,M,2/4/1960,2,4,372443,24,372443,24,0
FIN1002061,281001,6/26/2007,281204,M,5/12/1982,M,Salaried,Class XII,5/31/2004,Level 1,Level 3,4,Confirmation,M,10/7/1973,5,1,219316,17,219316,17,0
FIN1002062,277001,6/27/2007,277001,M,7/3/1973,M,Salaried,Class XII,8/14/2003,Level 1,Level 2,3,Confirmation,M,1/2/1970,2,1,327349,23,327349,23,1
FIN1002063,680001,6/27/2007,680751,M,9/22/1945,M,Salaried,Class XII,10/21/2002,Level 2,Level 3,4,Confirmation,M,10/8/1976,0,0,125883,8,125883,8,0
FIN1002064,125001,6/27/2007,125001,F,2/22/1983,S,Salaried,Class XII,7/15/2005,Level 1,Level 3,4,Confirmation,M,8/24/1972,1,1,54102,2,54102,2,0
FIN1002065,695014,6/27/2007,695017,F,5/31/1954,M,Salaried,Class XII,7/24/2006,Level 1,Level 2,3,Confirmation,M,4/4/1980,1,1,1035357,18,1035357,18,1
FIN1002066,680001,6/27/2007,680006,F,3/4/1983,S,Salaried,Class XII,8/15/2005,Level 1,Level 2,3,Confirmation,F,4/5/1979,3,2,334251,19,334251,19,0
FIN1002067,476001,6/27/2007,476001,M,10/1/1985,S,Business,Class XII,6/25/2007,Level 2,Level 2,3,Probation,M,2/5/1976,0,0,0,0,0,0,1
FIN1002068,476001,6/27/2007,476001,M,7/3/1987,S,Business,Class XII,6/25/2007,Level 2,Level 2,3,Probation,M,2/5/1976,0,0,0,0,0,0,1
FIN1002069,476001,6/27/2007,476001,M,4/1/1988,S,Business,Class XII,6/25/2007,Level 2,Level 2,3,Probation,M,2/5/1976,0,0,0,0,0,0,0
FIN1002070,400075,6/27/2007,400605,M,8/2/1976,S,Salaried,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,0
FIN1002071,143001,6/27/2007,143601,F,2/22/1975,M,Salaried,Class XII,9/16/2006,Level 2,Level 3,4,Confirmation,M,5/1/1965,0,0,88512,4,88512,4,0
FIN1002072,700016,6/27/2007,721143,F,1/3/1974,M,Salaried,Class XII,6/4/2007,Level 3,Level 3,4,Probation,M,5/2/1977,0,0,0,0,0,0,0
FIN1002073,208001,6/27/2007,208001,M,3/3/1978,S,Salaried,Class XII,11/3/2001,Level 1,Level 2,3,Confirmation,M,1/3/1976,1,0,203235,7,203235,7,0
FIN1002074,851101,6/27/2007,851112,M,10/9/1968,M,Salaried,Class XII,,,,,,,,,,,,,,0
FIN1002075,208001,6/27/2007,209202,M,7/20/1979,S,Business,Class XII,6/7/2006,Level 1,Level 1,2,Confirmation,M,5/23/1967,2,0,243261,14,243261,14,0
FIN1002076,221010,6/27/2007,221001,F,11/13/1986,S,Business,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,8/17/1982,0,0,0,0,0,0,0
FIN1002077,422005,6/27/2007,423301,F,1/16/1977,M,Salaried,Class X,5/28/2007,Level 2,Level 2,3,Probation,M,6/6/1977,0,0,0,0,0,0,0
FIN1002078,680001,6/28/2007,680005,F,6/9/1982,S,Salaried,Class XII,7/3/2006,Level 1,Level 2,3,Confirmation,M,2/12/1970,5,1,196124,11,196124,11,1
FIN1002079,680001,6/28/2007,680006,M,11/17/1969,M,Salaried,Class XII,,,,,,,,,,,,,,0
FIN1002080,680001,6/28/2007,680641,F,5/22/1967,M,Others,Class XII,8/15/2005,Level 1,Level 2,3,Confirmation,F,4/5/1979,3,2,334251,19,334251,19,1
FIN1002081,208001,6/28/2007,208021,M,7/2/1973,M,Business,Class XII,8/14/2003,Level 1,Level 4,5,Confirmation,M,10/5/1980,0,0,809115,13,809115,13,0
FIN1002082,277001,6/28/2007,277503,F,7/6/1988,S,Salaried,Class XII,11/25/2005,Level 1,Level 2,3,Confirmation,M,9/8/1977,3,1,207132,10,207132,10,1
FIN1002083,843302,6/28/2007,843302,F,6/18/1989,S,Salaried,Class XII,8/11/2003,Level 1,Level 1,2,Confirmation,M,3/20/1963,0,0,185028,16,185028,16,1
FIN1002084,814112,6/28/2007,814150,M,6/17/1974,M,Business,Class XII,1/17/2006,Level 1,Level 1,2,Confirmation,M,2/20/1979,3,1,197262,17,197262,17,1
FIN1002085,302001,6/28/2007,302001,M,3/16/1989,S,Salaried,Class XII,10/26/2006,Other,Level 1,2,Confirmation,M,10/10/1971,2,0,0,0,0,0,0
FIN1002086,226001,6/28/2007,226021,M,9/11/1987,S,Business,Class XII,11/15/2006,Level 2,Level 2,3,Confirmation,M,7/8/1977,1,0,96726,6,96726,6,0
FIN1002087,208001,6/28/2007,208005,M,12/27/1981,S,Salaried,Class XII,5/10/2006,Level 1,Level 1,2,Confirmation,M,4/24/1980,1,0,118918,7,118918,7,0
FIN1002088,277001,6/28/2007,277303,M,3/22/1970,M,Salaried,Class XII,2/2/2004,Level 1,Level 4,5,Confirmation,M,7/2/1956,5,2,290825,17,290825,17,0
FIN1002089,500016,6/28/2007,500027,M,8/12/1975,M,Salaried,Class XII,5/29/2007,Level 3,Level 3,4,Probation,M,12/28/1974,0,0,0,0,0,0,0
FIN1002090,221010,6/28/2007,221010,M,11/28/1984,S,Business,Class XII,6/16/2007,Level 3,Level 3,4,Probation,M,10/18/1972,0,0,0,0,0,0,0
FIN1002091,390020,6/28/2007,391440,F,12/20/1986,M,Salaried,Class XII,11/29/2005,Level 1,Level 2,3,Confirmation,F,11/1/1981,2,1,55904,3,55904,3,0
FIN1002092,695014,6/29/2007,695010,M,3/17/1946,M,Salaried,Graduate,5/6/2004,Level 1,Level 3,4,Confirmation,F,11/4/1967,0,0,352319,18,352319,18,1
FIN1002093,695014,6/29/2007,695301,M,9/28/1948,M,Salaried,Graduate,7/24/2006,Level 1,Level 2,3,Confirmation,M,4/4/1980,1,1,1035357,18,1035357,18,0
FIN1002094,695014,6/29/2007,695504,M,6/15/1985,S,Salaried,Class XII,7/24/2006,Level 1,Level 2,3,Confirmation,M,4/4/1980,1,1,1035357,18,1035357,18,0
FIN1002095,600017,6/29/2007,600112,F,8/29/1985,S,Business,Class XII,6/4/2007,Level 2,Level 2,3,Probation,F,11/14/1980,0,0,0,0,0,0,1
FIN1002096,271201,6/29/2007,271202,M,5/31/1987,M,Salaried,Class XII,8/4/2003,Level 1,Level 2,3,Confirmation,M,8/21/1976,1,0,139366,10,139366,10,1
FIN1002097,695014,6/29/2007,695018,F,10/14/1983,S,Salaried,Class XII,7/12/2001,Level 1,Level 5,6,Confirmation,F,5/5/1969,2,0,1348557,12,1348557,12,0
FIN1002098,695014,6/29/2007,695006,M,5/10/1979,S,Salaried,Class XII,5/6/2004,Level 1,Level 3,4,Confirmation,F,11/4/1967,0,0,352319,18,352319,18,0
FIN1002099,713303,6/29/2007,713347,M,7/23/1985,S,Business,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,11/28/1973,0,0,0,0,0,0,1
FIN1002100,841428,6/29/2007,841436,M,8/16/1980,M,Business,Class XII,6/13/2007,Level 1,Level 1,2,Probation,M,1/18/1979,0,0,0,0,0,0,1
FIN1002101,171006,6/29/2007,171002,M,9/21/1980,S,Salaried,Class XII,6/22/2007,Level 2,Level 2,3,Probation,M,12/7/1973,0,0,0,0,0,0,1
FIN1002102,851101,6/29/2007,851132,M,3/22/1971,M,Salaried,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,2/7/1971,0,0,0,0,0,0,1
FIN1002103,851101,6/29/2007,851132,M,2/7/1982,M,Salaried,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,2/7/1971,0,0,0,0,0,0,1
FIN1002104,221010,6/29/2007,221001,M,4/2/1986,S,Salaried,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,8/17/1982,0,0,0,0,0,0,0
FIN1002105,171006,6/29/2007,174001,F,1/25/1982,M,Salaried,Class XII,6/22/2007,Level 2,Level 2,3,Probation,M,12/7/1973,0,0,0,0,0,0,0
FIN1002106,530003,6/29/2007,530045,M,4/17/1975,M,Business,Graduate,6/13/2007,Level 1,Level 1,2,Probation,M,6/16/1972,0,0,0,0,0,0,0
FIN1002107,211001,6/29/2007,230132,M,1/22/1979,S,Business,Class XII,,,,,,,,,,,,,,0
FIN1002108,600017,6/29/2007,600024,M,6/2/1968,S,Business,Class XII,7/12/2005,Other,Level 1,2,Confirmation,M,10/5/1974,1,0,76952,6,76952,6,0
FIN1002109,841428,6/29/2007,841436,M,1/2/1981,M,Business,Class XII,6/13/2007,Level 1,Level 1,2,Probation,M,1/18/1979,0,0,0,0,0,0,0
FIN1002110,476001,6/29/2007,476001,M,8/2/1980,M,Business,Class XII,6/25/2007,Level 2,Level 2,3,Probation,M,2/5/1976,0,0,0,0,0,0,0
FIN1002111,695014,6/29/2007,695125,F,5/22/1969,M,Salaried,Class XII,5/6/2004,Level 1,Level 3,4,Confirmation,F,11/4/1967,0,0,352319,18,352319,18,0
FIN1002112,851101,6/29/2007,851132,M,1/12/1980,M,Salaried,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,2/7/1971,0,0,0,0,0,0,0
FIN1002113,250001,6/29/2007,250001,M,9/2/1987,S,Student,Class XII,8/8/2005,Level 1,Level 1,2,Confirmation,M,11/12/1974,3,1,241166,15,241166,15,0
FIN1002114,211001,6/29/2007,229127,M,1/20/1976,M,Business,Class XII,5/25/2006,Level 1,Level 3,4,Confirmation,M,12/17/1975,0,0,828039,43,828039,43,0
FIN1002115,713216,6/29/2007,713347,M,10/20/1971,M,Salaried,Class XII,9/6/2006,Level 2,Level 2,3,Confirmation,M,3/6/1968,0,0,50040,4,50040,4,0
FIN1002116,400092,6/29/2007,400063,F,7/12/1958,M,Business,Class XII,6/20/2006,Level 3,Level 3,4,Confirmation,M,3/3/1973,1,0,336714,4,336714,4,0
FIN1002117,600017,6/30/2007,625602,M,5/22/1979,S,Salaried,Class XII,6/18/2007,Level 3,Level 3,4,Probation,F,1/10/1976,0,0,0,0,0,0,1
FIN1002118,700016,6/30/2007,711110,F,12/28/1987,S,Salaried,Class XII,6/25/2007,Level 2,Level 2,3,Probation,M,12/29/1975,0,0,0,0,0,0,0
FIN1002119,400075,6/30/2007,400089,M,10/9/1983,S,Salaried,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,1
FIN1002120,600017,6/30/2007,600119,M,1/13/1979,S,Business,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,6/3/1977,0,0,0,0,0,0,1
FIN1002121,812001,6/30/2007,812003,M,7/3/1977,S,Business,Class XII,6/20/2007,Level 1,Level 1,2,Probation,M,1/6/1977,0,0,0,0,0,0,1
FIN1002122,841428,6/30/2007,841409,M,1/16/1966,M,Salaried,Class XII,10/23/2003,Level 1,Level 3,4,Confirmation,M,9/16/1976,3,0,342163,22,342163,22,0
FIN1002123,323001,6/30/2007,823005,F,11/28/1976,M,Salaried,Class XII,6/11/2007,Level 1,Level 1,2,Probation,M,2/26/1974,0,0,0,0,0,0,0
FIN1002124,400075,6/30/2007,400084,M,5/16/1977,M,Salaried,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,0
FIN1002125,400075,6/30/2007,400072,M,7/20/1988,S,Salaried,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,0
FIN1002126,121002,6/30/2007,121101,M,4/15/1981,M,Salaried,Class XII,7/21/2006,Level 1,Level 1,2,Confirmation,M,12/27/1982,0,0,113712,6,113712,6,0
FIN1002127,400705,6/30/2007,400022,F,9/28/1988,S,Salaried,Class XII,7/17/2001,Level 2,Level 4,6,Confirmation,M,4/23/1971,1,0,1251400,20,1251400,20,0
FIN1002128,221010,6/30/2007,221001,M,12/12/1978,S,Salaried,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,8/17/1982,0,0,0,0,0,0,0
FIN1002129,600017,7/2/2007,600061,M,1/3/1975,M,Others,Class XII,6/7/2007,Level 2,Level 4,5,Probation,M,11/7/1970,0,0,0,0,0,0,1
FIN1002130,600017,7/2/2007,600037,M,11/9/1980,S,Salaried,Class XII,6/4/2007,Level 2,Level 4,5,Probation,M,8/15/1969,0,0,0,0,0,0,1
FIN1002131,695014,7/2/2007,695008,F,3/6/1953,M,Salaried,Graduate,5/28/2007,Level 1,Level 1,2,Probation,M,5/5/1964,0,0,0,0,0,0,0
FIN1002132,400075,7/2/2007,421306,M,9/3/1968,M,Others,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,1
FIN1002133,281001,7/2/2007,281001,M,7/3/1977,M,Salaried,Class XII,5/3/2004,Level 1,Level 2,3,Confirmation,M,7/16/1975,4,1,422137,22,422137,22,1
FIN1002134,695014,7/2/2007,695542,F,5/17/1971,M,Others,Class XII,6/11/2007,Level 1,Level 1,2,Probation,F,5/2/1962,0,0,0,0,0,0,1
FIN1002135,281001,7/2/2007,,M,6/17/1983,M,Business,Graduate,,,,,,,,,,,,,,0
FIN1002136,400601,7/2/2007,401101,F,4/17/1971,M,Others,Class XII,9/28/2006,Level 1,Level 2,3,Confirmation,F,8/12/1957,4,1,146723,7,146723,7,0
FIN1002137,221010,7/2/2007,221004,M,2/26/1973,M,Business,Graduate,6/4/2007,Level 2,Level 2,3,Probation,M,4/11/1972,0,0,0,0,0,0,0
FIN1002138,842001,7/2/2007,844111,M,1/3/1978,M,Business,Class XII,,,,,,,,,,,,,,0
FIN1002139,221010,7/2/2007,232106,M,2/6/1979,M,Business,Graduate,6/26/2007,Level 2,Level 2,3,Probation,M,7/3/1966,0,0,0,0,0,0,0
FIN1002140,695014,7/2/2007,695121,F,6/1/1969,M,Others,Class XII,7/24/2006,Level 1,Level 2,3,Confirmation,M,4/4/1980,1,1,1035357,18,1035357,18,0
FIN1002141,400075,7/2/2007,400060,F,11/3/1970,M,Others,Class XII,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,0
FIN1002142,400075,7/2/2007,400042,M,6/12/1958,M,Salaried,Graduate,1/13/2007,Level 1,Level 2,3,Confirmation,M,2/11/1961,4,3,302911,15,302911,15,0
FIN1002143,620018,7/2/2007,621001,M,3/11/1972,M,Others,Class XII,10/25/2001,Level 2,Level 3,4,Confirmation,M,6/28/1969,1,1,117733,9,117733,9,0
FIN1002144,620018,7/2/2007,620015,F,9/18/1981,S,Salaried,Class XII,10/25/2001,Level 2,Level 3,4,Confirmation,M,6/28/1969,1,1,117733,9,117733,9,0
FIN1002145,121002,7/2/2007,110044,F,1/3/1985,M,Others,Class XII,6/11/2007,Level 2,Level 2,3,Probation,M,1/16/1974,0,0,0,0,0,0,0
FIN1002146,713303,7/2/2007,713347,M,9/28/1974,M,Others,Graduate,6/11/2007,Level 1,Level 1,2,Probation,M,11/28/1973,0,0,0,0,0,0,0
FIN1002147,302001,7/3/2007,302012,F,2/27/1981,M,Others,Class XII,6/26/2007,Level 1,Level 1,2,Probation,M,8/14/1985,0,0,0,0,0,0,0
FIN1002148,302001,7/3/2007,332719,M,7/18/1980,M,Business,Graduate,6/26/2007,Level 1,Level 1,2,Probation,M,8/11/1971,0,0,0,0,0,0,0
FIN1002149,530003,7/3/2007,530040,M,2/5/1978,M,Others,Graduate,6/13/2007,Level 1,Level 1,2,Probation,M,6/16/1972,1,0,0,0,0,0,0
FIN1002150,600017,7/4/2007,600024,M,3/19/1985,S,Salaried,Class XII,6/4/2007,Level 2,Level 2,3,Probation,F,11/14/1980,3,2,0,0,0,0,1
FIN1002151,533101,7/4/2007,533341,M,6/12/1985,S,Business,Class XII,5/29/2006,Level 1,Level 1,2,Confirmation,M,4/22/1967,5,0,135897,4,135897,4,1
FIN1002152,600017,7/4/2007,600004,M,6/23/1952,M,Salaried,Class XII,11/4/2004,Level 1,Level 2,3,Confirmation,M,11/18/1968,2,2,56247,5,56247,5,1
FIN1002153,600017,7/4/2007,600017,M,6/13/1980,S,Salaried,Class XII,6/18/2007,Level 2,Level 2,3,Probation,M,6/3/1977,2,0,0,0,0,0,1
FIN1002154,695014,7/4/2007,695543,M,2/3/1950,S,Salaried,Graduate,7/11/2006,Level 1,Level 2,3,Confirmation,M,5/28/1960,1,0,349500,6,349500,6,1
FIN1002155,226001,7/4/2007,226023,M,10/7/1987,M,Salaried,Class XII,5/5/2006,Level 2,Level 2,3,Confirmation,M,4/15/1974,1,1,94643,7,94643,7,1
FIN1002156,530003,7/4/2007,531087,M,6/10/1981,S,Business,Class XII,5/7/2001,Level 2,Level 4,5,Confirmation,F,10/11/1975,8,8,330741,14,330741,14,1
FIN1002157,680001,7/4/2007,680514,F,7/5/1987,S,Salaried,Class XII,10/21/2002,Level 2,Level 3,4,Confirmation,M,10/8/1976,0,0,136404,5,136404,5,0
FIN1002158,277001,7/4/2007,277401,M,12/2/1976,M,Business,Graduate,8/14/2003,Level 1,Level 2,3,Confirmation,M,1/2/1970,3,1,128659,8,128659,8,0
FIN1002159,202001,7/4/2007,202001,M,12/19/1976,M,Salaried,Class XII,10/10/2001,Level 2,Level 4,5,Confirmation,M,7/7/1972,5,4,280000,9,280000,9,1
FIN1002160,202001,7/4/2007,202001,F,6/12/1985,S,Salaried,Class XII,10/20/2003,Level 2,Level 3,4,Confirmation,M,7/7/1974,2,2,32646,3,32646,3,0
FIN1002161,202001,7/4/2007,202001,M,1/20/1986,M,Salaried,Class XII,10/10/2001,Level 2,Level 4,5,Confirmation,M,7/7/1972,5,4,280000,9,280000,9,1
FIN1002162,201001,7/4/2007,210202,M,8/4/1986,S,Business,Class XII,,,,,,,,,,,,,,1
FIN1002163,250001,7/4/2007,248007,M,9/8/1976,S,Business,Class XII,8/10/2006,Level 2,Level 2,3,Confirmation,M,4/11/1973,1,1,119850,6,119850,6,0
